phase8m_rank,candidate_id,base_filter,exit_model,risk_model,max_trades_per_day,min_minutes_between_entries,stop_after_loss,stop_after_win,daily_loss_lockout_r,daily_profit_lockout_r,diagnostic_only,source_trades,trades,removed_trades,active_days,active_days_pct,trades_per_active_day,net_pnl,stress_pnl,discovery_pnl,validation_pnl,holdout_pnl,walk_forward_test_pnl,walk_forward_stress_pnl,walk_forward_test_trades,positive_wf_test_folds,positive_wf_test_folds_pct,worst_wf_test_fold,walk_forward_folds,max_drawdown,walk_forward_max_drawdown,best_day_pnl,best_day_concentration,best_trade_pnl,best_trade_concentration,walk_forward_day_concentration,walk_forward_trade_concentration,phase8m_score,phase8m_label,reject_reasons
45,exclude_10_00_10_30__horizon_close_15m__mt1_gap30_sal0_saw1_dlnone_dp1.0,exclude_10_00_10_30,horizon_close_15m,mt1_gap30_sal0_saw1_dlnone_dp1.0,1,30,False,True,none,1.0,False,2165,175,1990,175,1.0,1.0,3251.5,3076.5,1492.3,280.1,1479.1,1747.0,1672.0,75,3,1.0,60.5,3,-794.32,-426.68,403.76,0.124177,403.76,0.124177,5.326612,5.326612,37.7625,phase8m_rejected_low_activity,low trade count; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
46,exclude_10_00_10_30__horizon_close_15m__mt1_gap30_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,horizon_close_15m,mt1_gap30_sal1_saw0_dl1.0_dpnone,1,30,True,False,1.0,none,False,2165,175,1990,175,1.0,1.0,3251.5,3076.5,1492.3,280.1,1479.1,1747.0,1672.0,75,3,1.0,60.5,3,-794.32,-426.68,403.76,0.124177,403.76,0.124177,5.326612,5.326612,37.7625,phase8m_rejected_low_activity,low trade count; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
47,exclude_10_00_10_30__horizon_close_15m__mt1_gap60_sal0_saw0_dl2.0_dpnone,exclude_10_00_10_30,horizon_close_15m,mt1_gap60_sal0_saw0_dl2.0_dpnone,1,60,False,False,2.0,none,False,2165,175,1990,175,1.0,1.0,3251.5,3076.5,1492.3,280.1,1479.1,1747.0,1672.0,75,3,1.0,60.5,3,-794.32,-426.68,403.76,0.124177,403.76,0.124177,5.326612,5.326612,37.7625,phase8m_rejected_low_activity,low trade count; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
48,exclude_10_00_10_30__horizon_close_15m__mt1_gap60_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,horizon_close_15m,mt1_gap60_sal1_saw0_dl1.0_dpnone,1,60,True,False,1.0,none,False,2165,175,1990,175,1.0,1.0,3251.5,3076.5,1492.3,280.1,1479.1,1747.0,1672.0,75,3,1.0,60.5,3,-794.32,-426.68,403.76,0.124177,403.76,0.124177,5.326612,5.326612,37.7625,phase8m_rejected_low_activity,low trade count; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
49,exclude_10_00_10_30__horizon_close_15m__mt1_gap60_sal1_saw1_dl1.0_dp1.0,exclude_10_00_10_30,horizon_close_15m,mt1_gap60_sal1_saw1_dl1.0_dp1.0,1,60,True,True,1.0,1.0,False,2165,175,1990,175,1.0,1.0,3251.5,3076.5,1492.3,280.1,1479.1,1747.0,1672.0,75,3,1.0,60.5,3,-794.32,-426.68,403.76,0.124177,403.76,0.124177,5.326612,5.326612,37.7625,phase8m_rejected_low_activity,low trade count; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
50,exclude_wednesday__horizon_close_15m__mt2_gap30_sal0_saw1_dlnone_dp1.5,exclude_wednesday,horizon_close_15m,mt2_gap30_sal0_saw1_dlnone_dp1.5,2,30,False,True,none,1.5,True,2165,190,1975,139,0.794286,1.366906,4963.9,4773.9,2098.64,-216.36,3081.62,2881.82,2799.82,82,2,0.666667,-80.46,3,-927.98,-616.96,413.02,0.083205,472.26,0.095139,1.0,1.149224,36.388,phase8m_rejected_low_activity,diagnostic-only weekday-style filter; low trade count; negative validation split; not every walk-forward test fold is positive; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
51,exclude_wednesday__horizon_close_15m__mt2_gap60_sal0_saw0_dl2.0_dpnone,exclude_wednesday,horizon_close_15m,mt2_gap60_sal0_saw0_dl2.0_dpnone,2,60,False,False,2.0,none,True,2165,240,1925,139,0.794286,1.726619,3759.4,3519.4,1353.2,254.48,2151.72,2129.78,2026.78,103,3,1.0,16.1,3,-1125.42,-622.2,467.52,0.12436,472.26,0.125621,15.715528,11.258385,31.807,phase8m_rejected_low_activity,diagnostic-only weekday-style filter; low trade count; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
52,base_pre_14_00__horizon_close_15m__mt1_gap15_sal0_saw0_dlnone_dpnone,base_pre_14_00,horizon_close_15m,mt1_gap15_sal0_saw0_dlnone_dpnone,1,15,False,False,none,none,False,2165,175,1990,175,1.0,1.0,3547.0,3372.0,1787.8,280.1,1479.1,1678.0,1603.0,75,2,0.666667,-8.5,3,-794.32,-426.68,403.76,0.113831,403.76,0.113831,1.280989,1.280989,31.557,phase8m_rejected_low_activity,low trade count; not every walk-forward test fold is positive; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
53,base_pre_14_00__horizon_close_15m__mt1_gap30_sal0_saw0_dl1.5_dpnone,base_pre_14_00,horizon_close_15m,mt1_gap30_sal0_saw0_dl1.5_dpnone,1,30,False,False,1.5,none,False,2165,175,1990,175,1.0,1.0,3547.0,3372.0,1787.8,280.1,1479.1,1678.0,1603.0,75,2,0.666667,-8.5,3,-794.32,-426.68,403.76,0.113831,403.76,0.113831,1.280989,1.280989,31.557,phase8m_rejected_low_activity,low trade count; not every walk-forward test fold is positive; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
54,base_pre_14_00__horizon_close_15m__mt1_gap30_sal0_saw1_dlnone_dp1.0,base_pre_14_00,horizon_close_15m,mt1_gap30_sal0_saw1_dlnone_dp1.0,1,30,False,True,none,1.0,False,2165,175,1990,175,1.0,1.0,3547.0,3372.0,1787.8,280.1,1479.1,1678.0,1603.0,75,2,0.666667,-8.5,3,-794.32,-426.68,403.76,0.113831,403.76,0.113831,1.280989,1.280989,31.557,phase8m_rejected_low_activity,low trade count; not every walk-forward test fold is positive; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
55,base_pre_14_00__horizon_close_15m__mt1_gap30_sal1_saw0_dl1.0_dpnone,base_pre_14_00,horizon_close_15m,mt1_gap30_sal1_saw0_dl1.0_dpnone,1,30,True,False,1.0,none,False,2165,175,1990,175,1.0,1.0,3547.0,3372.0,1787.8,280.1,1479.1,1678.0,1603.0,75,2,0.666667,-8.5,3,-794.32,-426.68,403.76,0.113831,403.76,0.113831,1.280989,1.280989,31.557,phase8m_rejected_low_activity,low trade count; not every walk-forward test fold is positive; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
56,base_pre_14_00__horizon_close_15m__mt1_gap60_sal0_saw0_dl2.0_dpnone,base_pre_14_00,horizon_close_15m,mt1_gap60_sal0_saw0_dl2.0_dpnone,1,60,False,False,2.0,none,False,2165,175,1990,175,1.0,1.0,3547.0,3372.0,1787.8,280.1,1479.1,1678.0,1603.0,75,2,0.666667,-8.5,3,-794.32,-426.68,403.76,0.113831,403.76,0.113831,1.280989,1.280989,31.557,phase8m_rejected_low_activity,low trade count; not every walk-forward test fold is positive; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
57,base_pre_14_00__horizon_close_15m__mt1_gap60_sal1_saw0_dl1.0_dpnone,base_pre_14_00,horizon_close_15m,mt1_gap60_sal1_saw0_dl1.0_dpnone,1,60,True,False,1.0,none,False,2165,175,1990,175,1.0,1.0,3547.0,3372.0,1787.8,280.1,1479.1,1678.0,1603.0,75,2,0.666667,-8.5,3,-794.32,-426.68,403.76,0.113831,403.76,0.113831,1.280989,1.280989,31.557,phase8m_rejected_low_activity,low trade count; not every walk-forward test fold is positive; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
58,base_pre_14_00__horizon_close_15m__mt1_gap60_sal1_saw1_dl1.0_dp1.0,base_pre_14_00,horizon_close_15m,mt1_gap60_sal1_saw1_dl1.0_dp1.0,1,60,True,True,1.0,1.0,False,2165,175,1990,175,1.0,1.0,3547.0,3372.0,1787.8,280.1,1479.1,1678.0,1603.0,75,2,0.666667,-8.5,3,-794.32,-426.68,403.76,0.113831,403.76,0.113831,1.280989,1.280989,31.557,phase8m_rejected_low_activity,low trade count; not every walk-forward test fold is positive; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
59,exclude_wednesday__horizon_close_15m__mt1_gap15_sal0_saw0_dlnone_dpnone,exclude_wednesday,horizon_close_15m,mt1_gap15_sal0_saw0_dlnone_dpnone,1,15,False,False,none,none,True,2165,139,2026,139,0.794286,1.0,3335.14,3196.14,1170.34,474.52,1690.28,2097.34,2038.34,59,3,1.0,160.94,3,-834.82,-357.98,403.76,0.121062,403.76,0.121062,1.126258,1.126258,29.9021,phase8m_rejected_low_activity,diagnostic-only weekday-style filter; low trade count; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
60,exclude_wednesday__horizon_close_15m__mt1_gap30_sal0_saw0_dl1.5_dpnone,exclude_wednesday,horizon_close_15m,mt1_gap30_sal0_saw0_dl1.5_dpnone,1,30,False,False,1.5,none,True,2165,139,2026,139,0.794286,1.0,3335.14,3196.14,1170.34,474.52,1690.28,2097.34,2038.34,59,3,1.0,160.94,3,-834.82,-357.98,403.76,0.121062,403.76,0.121062,1.126258,1.126258,29.9021,phase8m_rejected_low_activity,diagnostic-only weekday-style filter; low trade count; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
61,exclude_wednesday__horizon_close_15m__mt1_gap30_sal0_saw1_dlnone_dp1.0,exclude_wednesday,horizon_close_15m,mt1_gap30_sal0_saw1_dlnone_dp1.0,1,30,False,True,none,1.0,True,2165,139,2026,139,0.794286,1.0,3335.14,3196.14,1170.34,474.52,1690.28,2097.34,2038.34,59,3,1.0,160.94,3,-834.82,-357.98,403.76,0.121062,403.76,0.121062,1.126258,1.126258,29.9021,phase8m_rejected_low_activity,diagnostic-only weekday-style filter; low trade count; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
62,exclude_wednesday__horizon_close_15m__mt1_gap30_sal1_saw0_dl1.0_dpnone,exclude_wednesday,horizon_close_15m,mt1_gap30_sal1_saw0_dl1.0_dpnone,1,30,True,False,1.0,none,True,2165,139,2026,139,0.794286,1.0,3335.14,3196.14,1170.34,474.52,1690.28,2097.34,2038.34,59,3,1.0,160.94,3,-834.82,-357.98,403.76,0.121062,403.76,0.121062,1.126258,1.126258,29.9021,phase8m_rejected_low_activity,diagnostic-only weekday-style filter; low trade count; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
63,exclude_wednesday__horizon_close_15m__mt1_gap60_sal0_saw0_dl2.0_dpnone,exclude_wednesday,horizon_close_15m,mt1_gap60_sal0_saw0_dl2.0_dpnone,1,60,False,False,2.0,none,True,2165,139,2026,139,0.794286,1.0,3335.14,3196.14,1170.34,474.52,1690.28,2097.34,2038.34,59,3,1.0,160.94,3,-834.82,-357.98,403.76,0.121062,403.76,0.121062,1.126258,1.126258,29.9021,phase8m_rejected_low_activity,diagnostic-only weekday-style filter; low trade count; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
64,exclude_wednesday__horizon_close_15m__mt1_gap60_sal1_saw0_dl1.0_dpnone,exclude_wednesday,horizon_close_15m,mt1_gap60_sal1_saw0_dl1.0_dpnone,1,60,True,False,1.0,none,True,2165,139,2026,139,0.794286,1.0,3335.14,3196.14,1170.34,474.52,1690.28,2097.34,2038.34,59,3,1.0,160.94,3,-834.82,-357.98,403.76,0.121062,403.76,0.121062,1.126258,1.126258,29.9021,phase8m_rejected_low_activity,diagnostic-only weekday-style filter; low trade count; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
65,exclude_wednesday__horizon_close_15m__mt1_gap60_sal1_saw1_dl1.0_dp1.0,exclude_wednesday,horizon_close_15m,mt1_gap60_sal1_saw1_dl1.0_dp1.0,1,60,True,True,1.0,1.0,True,2165,139,2026,139,0.794286,1.0,3335.14,3196.14,1170.34,474.52,1690.28,2097.34,2038.34,59,3,1.0,160.94,3,-834.82,-357.98,403.76,0.121062,403.76,0.121062,1.126258,1.126258,29.9021,phase8m_rejected_low_activity,diagnostic-only weekday-style filter; low trade count; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
66,exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt2_gap60_sal0_saw0_dl2.0_dpnone,exclude_10_00_10_30_plus_no_wednesday,horizon_close_15m,mt2_gap60_sal0_saw0_dl2.0_dpnone,2,60,False,False,2.0,none,True,2165,239,1926,139,0.794286,1.719424,3387.64,3148.64,981.44,254.48,2151.72,2187.78,2084.78,103,3,1.0,16.1,3,-1125.42,-622.2,467.52,0.138008,472.26,0.139407,15.715528,11.258385,29.363,phase8m_rejected_low_activity,diagnostic-only weekday-style filter; low trade count; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
67,exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt1_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30_plus_no_wednesday,horizon_close_15m,mt1_gap15_sal0_saw0_dlnone_dpnone,1,15,False,False,none,none,True,2165,139,2026,139,0.794286,1.0,3198.64,3059.64,1033.84,474.52,1690.28,2166.34,2107.34,59,3,1.0,160.94,3,-834.82,-357.98,403.76,0.126229,403.76,0.126229,1.126258,1.126258,29.1543,phase8m_rejected_low_activity,diagnostic-only weekday-style filter; low trade count; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
68,exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt1_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30_plus_no_wednesday,horizon_close_15m,mt1_gap30_sal0_saw0_dl1.5_dpnone,1,30,False,False,1.5,none,True,2165,139,2026,139,0.794286,1.0,3198.64,3059.64,1033.84,474.52,1690.28,2166.34,2107.34,59,3,1.0,160.94,3,-834.82,-357.98,403.76,0.126229,403.76,0.126229,1.126258,1.126258,29.1543,phase8m_rejected_low_activity,diagnostic-only weekday-style filter; low trade count; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
69,exclude_10_00_10_30_plus_no_wednesday__horizon_close_15m__mt1_gap30_sal0_saw1_dlnone_dp1.0,exclude_10_00_10_30_plus_no_wednesday,horizon_close_15m,mt1_gap30_sal0_saw1_dlnone_dp1.0,1,30,False,True,none,1.0,True,2165,139,2026,139,0.794286,1.0,3198.64,3059.64,1033.84,474.52,1690.28,2166.34,2107.34,59,3,1.0,160.94,3,-834.82,-357.98,403.76,0.126229,403.76,0.126229,1.126258,1.126258,29.1543,phase8m_rejected_low_activity,diagnostic-only weekday-style filter; low trade count; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
