audit,portfolio_set,portfolio_mode,fold,is_weak_fold,module_group,phase,net_pnl_contribution
D,audit_c_best_reconstructed,one_trade_at_a_time_chronological,1,True,phase10b overnight/prior-level branch,phase10b,-4533.27
D,audit_c_best_reconstructed,one_trade_at_a_time_chronological,1,True,phase11a opening range fade,phase11a,-1861.06
D,audit_c_best_reconstructed,one_trade_at_a_time_chronological,1,True,phase12a opening-drive pullback,phase12a,314.53
D,audit_c_best_reconstructed,one_trade_at_a_time_chronological,1,True,phase13a prior RTH high/low breakout,phase13a,-275.68
D,audit_c_best_reconstructed,one_trade_at_a_time_chronological,1,True,phase14a prior RTH midpoint/close reaction,phase14a,50.52
D,audit_c_best_reconstructed,one_trade_at_a_time_chronological,1,True,phase15a trend/power continuation,phase15a,-348.28
D,audit_c_best_plus_phase15a,one_trade_at_a_time_chronological,1,True,phase10b overnight/prior-level branch,phase10b,-4533.27
D,audit_c_best_plus_phase15a,one_trade_at_a_time_chronological,1,True,phase11a opening range fade,phase11a,-1861.06
D,audit_c_best_plus_phase15a,one_trade_at_a_time_chronological,1,True,phase12a opening-drive pullback,phase12a,314.53
D,audit_c_best_plus_phase15a,one_trade_at_a_time_chronological,1,True,phase13a prior RTH high/low breakout,phase13a,-275.68
D,audit_c_best_plus_phase15a,one_trade_at_a_time_chronological,1,True,phase14a prior RTH midpoint/close reaction,phase14a,50.52
D,audit_c_best_plus_phase15a,one_trade_at_a_time_chronological,1,True,phase15a trend/power continuation,phase15a,-348.28
D,audit_c_best_plus_13a_14a_15a,one_trade_at_a_time_chronological,1,True,phase10b overnight/prior-level branch,phase10b,-4533.27
D,audit_c_best_plus_13a_14a_15a,one_trade_at_a_time_chronological,1,True,phase11a opening range fade,phase11a,-1861.06
D,audit_c_best_plus_13a_14a_15a,one_trade_at_a_time_chronological,1,True,phase12a opening-drive pullback,phase12a,314.53
D,audit_c_best_plus_13a_14a_15a,one_trade_at_a_time_chronological,1,True,phase13a prior RTH high/low breakout,phase13a,-275.68
D,audit_c_best_plus_13a_14a_15a,one_trade_at_a_time_chronological,1,True,phase14a prior RTH midpoint/close reaction,phase14a,50.52
D,audit_c_best_plus_13a_14a_15a,one_trade_at_a_time_chronological,1,True,phase15a trend/power continuation,phase15a,-348.28
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,1,True,phase10b overnight/prior-level branch,phase10b,-3465.39
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,1,True,phase11a opening range fade,phase11a,-1774.34
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,1,True,phase12a opening-drive pullback,phase12a,314.53
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,1,True,phase13a prior RTH high/low breakout,phase13a,-275.68
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,1,True,phase14a prior RTH midpoint/close reaction,phase14a,100.0
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,1,True,phase15a trend/power continuation,phase15a,-348.28
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,1,True,phase10b overnight/prior-level branch,phase10b,-4533.27
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,1,True,phase11a opening range fade,phase11a,-1839.84
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,1,True,phase12a opening-drive pullback,phase12a,314.53
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,1,True,phase13a prior RTH high/low breakout,phase13a,-275.68
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,1,True,phase14a prior RTH midpoint/close reaction,phase14a,50.52
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,1,True,phase15a trend/power continuation,phase15a,-348.28
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,1,True,phase10b overnight/prior-level branch,phase10b,-4533.27
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,1,True,phase11a opening range fade,phase11a,-1353.79
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,1,True,phase12a opening-drive pullback,phase12a,71.01
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,1,True,phase13a prior RTH high/low breakout,phase13a,-158.36
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,1,True,phase14a prior RTH midpoint/close reaction,phase14a,66.26
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,1,True,phase15a trend/power continuation,phase15a,-397.76
D,all_parked_modules_with_13a_14a_15a,one_trade_at_a_time_chronological,1,True,phase10b overnight/prior-level branch,phase10b,-4533.27
D,all_parked_modules_with_13a_14a_15a,one_trade_at_a_time_chronological,1,True,phase11a opening range fade,phase11a,-1861.06
D,all_parked_modules_with_13a_14a_15a,one_trade_at_a_time_chronological,1,True,phase12a opening-drive pullback,phase12a,314.53
D,all_parked_modules_with_13a_14a_15a,one_trade_at_a_time_chronological,1,True,phase13a prior RTH high/low breakout,phase13a,-275.68
D,all_parked_modules_with_13a_14a_15a,one_trade_at_a_time_chronological,1,True,phase14a prior RTH midpoint/close reaction,phase14a,50.52
D,all_parked_modules_with_13a_14a_15a,one_trade_at_a_time_chronological,1,True,phase15a trend/power continuation,phase15a,-348.28
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,1,True,phase10b overnight/prior-level branch,phase10b,-2572.63
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,1,True,phase11a opening range fade,phase11a,-1163.47
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,1,True,phase12a opening-drive pullback,phase12a,311.57
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,1,True,phase13a prior RTH high/low breakout,phase13a,-293.84
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,1,True,phase14a prior RTH midpoint/close reaction,phase14a,128.72
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,1,True,phase15a trend/power continuation,phase15a,-365.8
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,1,True,phase10b overnight/prior-level branch,phase10b,-3465.39
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,1,True,phase11a opening range fade,phase11a,-1774.34
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,1,True,phase12a opening-drive pullback,phase12a,438.33
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,1,True,phase13a prior RTH high/low breakout,phase13a,-275.68
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,1,True,phase14a prior RTH midpoint/close reaction,phase14a,100.0
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,1,True,phase15a trend/power continuation,phase15a,-348.28
D,audit_c_best_reconstructed,one_trade_at_a_time_chronological,2,True,phase10b overnight/prior-level branch,phase10b,-183.96
D,audit_c_best_reconstructed,one_trade_at_a_time_chronological,2,True,phase11a opening range fade,phase11a,2325.22
D,audit_c_best_reconstructed,one_trade_at_a_time_chronological,2,True,phase12a opening-drive pullback,phase12a,94.03
D,audit_c_best_reconstructed,one_trade_at_a_time_chronological,2,True,phase13a prior RTH high/low breakout,phase13a,475.24
D,audit_c_best_reconstructed,one_trade_at_a_time_chronological,2,True,phase14a prior RTH midpoint/close reaction,phase14a,253.85
D,audit_c_best_reconstructed,one_trade_at_a_time_chronological,2,True,phase15a trend/power continuation,phase15a,-752.88
D,audit_c_best_plus_phase15a,one_trade_at_a_time_chronological,2,True,phase10b overnight/prior-level branch,phase10b,-1629.12
D,audit_c_best_plus_phase15a,one_trade_at_a_time_chronological,2,True,phase11a opening range fade,phase11a,2378.46
D,audit_c_best_plus_phase15a,one_trade_at_a_time_chronological,2,True,phase12a opening-drive pullback,phase12a,94.03
D,audit_c_best_plus_phase15a,one_trade_at_a_time_chronological,2,True,phase13a prior RTH high/low breakout,phase13a,475.24
D,audit_c_best_plus_phase15a,one_trade_at_a_time_chronological,2,True,phase14a prior RTH midpoint/close reaction,phase14a,253.85
D,audit_c_best_plus_phase15a,one_trade_at_a_time_chronological,2,True,phase15a trend/power continuation,phase15a,-634.14
D,audit_c_best_plus_13a_14a_15a,one_trade_at_a_time_chronological,2,True,phase10b overnight/prior-level branch,phase10b,-1629.12
D,audit_c_best_plus_13a_14a_15a,one_trade_at_a_time_chronological,2,True,phase11a opening range fade,phase11a,2378.46
D,audit_c_best_plus_13a_14a_15a,one_trade_at_a_time_chronological,2,True,phase12a opening-drive pullback,phase12a,94.03
D,audit_c_best_plus_13a_14a_15a,one_trade_at_a_time_chronological,2,True,phase13a prior RTH high/low breakout,phase13a,475.24
D,audit_c_best_plus_13a_14a_15a,one_trade_at_a_time_chronological,2,True,phase14a prior RTH midpoint/close reaction,phase14a,253.85
D,audit_c_best_plus_13a_14a_15a,one_trade_at_a_time_chronological,2,True,phase15a trend/power continuation,phase15a,-634.14
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,2,True,phase10b overnight/prior-level branch,phase10b,-643.0
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,2,True,phase11a opening range fade,phase11a,2602.12
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,2,True,phase12a opening-drive pullback,phase12a,131.27
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,2,True,phase13a prior RTH high/low breakout,phase13a,552.16
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,2,True,phase14a prior RTH midpoint/close reaction,phase14a,405.16
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,2,True,phase15a trend/power continuation,phase15a,-593.7
D,all_parked_modules_with_13a_14a_15a,one_trade_at_a_time_chronological,2,True,phase10b overnight/prior-level branch,phase10b,-1629.12
D,all_parked_modules_with_13a_14a_15a,one_trade_at_a_time_chronological,2,True,phase11a opening range fade,phase11a,2378.46
D,all_parked_modules_with_13a_14a_15a,one_trade_at_a_time_chronological,2,True,phase12a opening-drive pullback,phase12a,94.03
D,all_parked_modules_with_13a_14a_15a,one_trade_at_a_time_chronological,2,True,phase13a prior RTH high/low breakout,phase13a,475.24
D,all_parked_modules_with_13a_14a_15a,one_trade_at_a_time_chronological,2,True,phase14a prior RTH midpoint/close reaction,phase14a,253.85
D,all_parked_modules_with_13a_14a_15a,one_trade_at_a_time_chronological,2,True,phase15a trend/power continuation,phase15a,-634.14
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,2,True,phase10b overnight/prior-level branch,phase10b,-2603.64
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,2,True,phase11a opening range fade,phase11a,2209.86
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,2,True,phase12a opening-drive pullback,phase12a,134.23
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,2,True,phase13a prior RTH high/low breakout,phase13a,351.36
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,2,True,phase14a prior RTH midpoint/close reaction,phase14a,342.7
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,2,True,phase15a trend/power continuation,phase15a,-686.14
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,2,True,phase10b overnight/prior-level branch,phase10b,-2415.32
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,2,True,phase11a opening range fade,phase11a,2060.68
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,2,True,phase12a opening-drive pullback,phase12a,7.47
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,2,True,phase13a prior RTH high/low breakout,phase13a,475.24
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,2,True,phase14a prior RTH midpoint/close reaction,phase14a,262.11
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,2,True,phase15a trend/power continuation,phase15a,-711.4
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,3,True,phase10b overnight/prior-level branch,phase10b,14461.92
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,3,True,phase11a opening range fade,phase11a,-1182.24
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,3,True,phase12a opening-drive pullback,phase12a,-6.99
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,3,True,phase13a prior RTH high/low breakout,phase13a,-1404.24
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,3,True,phase14a prior RTH midpoint/close reaction,phase14a,-336.01
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,3,True,phase15a trend/power continuation,phase15a,524.98
D,audit_c_best_reconstructed,one_trade_at_a_time_chronological,4,True,phase10b overnight/prior-level branch,phase10b,6552.54
D,audit_c_best_reconstructed,one_trade_at_a_time_chronological,4,True,phase11a opening range fade,phase11a,253.9
D,audit_c_best_reconstructed,one_trade_at_a_time_chronological,4,True,phase12a opening-drive pullback,phase12a,644.48
D,audit_c_best_reconstructed,one_trade_at_a_time_chronological,4,True,phase13a prior RTH high/low breakout,phase13a,712.54
D,audit_c_best_reconstructed,one_trade_at_a_time_chronological,4,True,phase14a prior RTH midpoint/close reaction,phase14a,-210.47
D,audit_c_best_reconstructed,one_trade_at_a_time_chronological,4,True,phase15a trend/power continuation,phase15a,385.74
D,audit_c_best_plus_phase15a,one_trade_at_a_time_chronological,4,True,phase10b overnight/prior-level branch,phase10b,6552.54
D,audit_c_best_plus_phase15a,one_trade_at_a_time_chronological,4,True,phase11a opening range fade,phase11a,-475.84
D,audit_c_best_plus_phase15a,one_trade_at_a_time_chronological,4,True,phase12a opening-drive pullback,phase12a,678.0
D,audit_c_best_plus_phase15a,one_trade_at_a_time_chronological,4,True,phase13a prior RTH high/low breakout,phase13a,74.54
D,audit_c_best_plus_phase15a,one_trade_at_a_time_chronological,4,True,phase14a prior RTH midpoint/close reaction,phase14a,-210.47
D,audit_c_best_plus_phase15a,one_trade_at_a_time_chronological,4,True,phase15a trend/power continuation,phase15a,340.26
D,audit_c_best_plus_13a_14a_15a,one_trade_at_a_time_chronological,4,True,phase10b overnight/prior-level branch,phase10b,6552.54
D,audit_c_best_plus_13a_14a_15a,one_trade_at_a_time_chronological,4,True,phase11a opening range fade,phase11a,-475.84
D,audit_c_best_plus_13a_14a_15a,one_trade_at_a_time_chronological,4,True,phase12a opening-drive pullback,phase12a,678.0
D,audit_c_best_plus_13a_14a_15a,one_trade_at_a_time_chronological,4,True,phase13a prior RTH high/low breakout,phase13a,74.54
D,audit_c_best_plus_13a_14a_15a,one_trade_at_a_time_chronological,4,True,phase14a prior RTH midpoint/close reaction,phase14a,-210.47
D,audit_c_best_plus_13a_14a_15a,one_trade_at_a_time_chronological,4,True,phase15a trend/power continuation,phase15a,340.26
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,4,True,phase10b overnight/prior-level branch,phase10b,6552.54
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,4,True,phase11a opening range fade,phase11a,253.9
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,4,True,phase12a opening-drive pullback,phase12a,644.48
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,4,True,phase13a prior RTH high/low breakout,phase13a,712.54
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,4,True,phase14a prior RTH midpoint/close reaction,phase14a,-210.47
D,top_cross_family_plus_13a_14a_15a,one_trade_at_a_time_chronological,4,True,phase15a trend/power continuation,phase15a,385.74
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,4,True,phase10b overnight/prior-level branch,phase10b,6552.54
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,4,True,phase11a opening range fade,phase11a,321.68
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,4,True,phase12a opening-drive pullback,phase12a,678.0
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,4,True,phase13a prior RTH high/low breakout,phase13a,678.06
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,4,True,phase14a prior RTH midpoint/close reaction,phase14a,-210.47
D,diversifier_only_13a_14a_15a,one_trade_at_a_time_chronological,4,True,phase15a trend/power continuation,phase15a,340.26
D,all_parked_modules_with_13a_14a_15a,one_trade_at_a_time_chronological,4,True,phase10b overnight/prior-level branch,phase10b,6552.54
D,all_parked_modules_with_13a_14a_15a,one_trade_at_a_time_chronological,4,True,phase11a opening range fade,phase11a,-475.84
D,all_parked_modules_with_13a_14a_15a,one_trade_at_a_time_chronological,4,True,phase12a opening-drive pullback,phase12a,678.0
D,all_parked_modules_with_13a_14a_15a,one_trade_at_a_time_chronological,4,True,phase13a prior RTH high/low breakout,phase13a,74.54
D,all_parked_modules_with_13a_14a_15a,one_trade_at_a_time_chronological,4,True,phase14a prior RTH midpoint/close reaction,phase14a,-210.47
D,all_parked_modules_with_13a_14a_15a,one_trade_at_a_time_chronological,4,True,phase15a trend/power continuation,phase15a,340.26
